scaffold	start	end	mid	sites	lnL	cv_lnL
contig0	404977	405371	405178	50	-395.24254	-697.43759
contig0	405381	405827	405598	50	-468.22425	-919.86204
contig0	405828	406201	406033	50	-397.21375	-952.36419
contig0	406211	406685	406439	50	-372.92242	-664.72213
contig0	406689	407051	406863	50	-377.85240	-664.43152
contig0	407053	407486	407266	50	-391.03278	-1043.2675
contig0	407495	407853	407669	50	-392.91851	-827.90592
contig0	407858	408305	408111	50	-410.05904	-742.9328
contig0	408309	408774	408549	50	-426.37071	-1019.28674
contig0	408781	409236	409014	50	-406.28965	-1021.52317
contig0	409242	409590	409417	50	-437.13491	-869.20143
contig0	409591	409987	409801	50	-477.69287	-857.48561
contig0	409992	410509	410283	50	-408.78173	-749.77273
contig0	410519	411073	410809	50	-435.67263	-967.0751
contig0	411075	411424	411243	50	-428.44502	-955.35435
contig0	411446	411772	411611	50	-396.99596	-1140.90951
contig0	411775	412138	411959	50	-383.61863	-648.89008
contig0	412139	412618	412406	50	-406.72617	-766.31529
contig0	412622	412968	412784	50	-393.88556	-855.11165
contig0	412990	413341	413163	50	-414.10272	-962.54342
contig0	413343	413740	413546	50	-385.66831	-952.06459
contig0	413741	414066	413896	50	-366.32628	-555.31739
contig0	414078	414433	414248	50	-393.34483	-868.39277
contig0	414442	414791	414606	50	-410.41210	-992.23409
contig0	414793	415166	414980	50	-398.27385	-705.65448
contig0	415167	415561	415354	50	-415.96127	-815.65133
contig0	415571	415942	415762	50	-394.25802	-848.29725
contig0	415945	416429	416201	50	-374.44211	-784.45855
contig0	416443	416923	416649	50	-407.96755	-727.30095
contig0	416933	417444	417141	50	-443.10864	-895.7826
contig0	417450	417977	417708	50	-459.17702	-812.20403
contig0	417986	418401	418169	50	-412.87599	-691.03555
contig0	418406	418769	418591	50	-395.22984	-730.04853
contig0	418784	419220	419004	50	-431.00246	-941.99694
contig0	419248	419590	419432	50	-416.83490	-855.20096
contig0	419593	419934	419726	50	-424.78013	-656.54765
contig0	419946	420398	420159	50	-416.68157	-660.86444
contig0	420401	420706	420551	50	-401.24243	-1014.5874
contig0	420732	421043	420908	50	-393.96809	-820.25073
contig0	421048	421358	421217	50	-420.25752	-832.30412
contig0	421374	421832	421576	50	-396.01989	-669.84316
contig0	421853	422238	422040	50	-378.32273	-820.49045
contig0	422247	422554	422400	50	-383.88586	-723.47796
contig0	422555	422923	422736	50	-429.83749	-844.74735
contig0	422927	423300	423124	50	-393.43651	-935.22496
contig0	423311	423677	423503	50	-410.60171	-831.40563
contig0	423681	424071	423866	50	-377.40766	-918.37574
contig0	424075	424512	424306	50	-347.03047	-654.47926
contig0	424516	424863	424690	50	-398.09798	-937.52873
contig0	424868	425282	425060	50	-385.31093	-573.81122
contig0	425286	425603	425442	50	-427.85194	-1023.50874
contig0	425607	425908	425768	50	-401.19838	-800.81917
contig0	425913	426240	426084	50	-413.66007	-941.02964
contig0	426250	426642	426463	50	-436.28302	-811.44186
contig0	426646	427017	426812	50	-398.14062	-674.0272
contig0	427019	427359	427199	50	-393.48374	-803.96455
contig0	427365	427681	427500	50	-384.99936	-976.04597
contig0	427693	428152	427926	50	-400.66157	-827.08231
contig0	428158	428615	428392	50	-366.71496	-653.58712
contig0	428617	428998	428779	50	-367.96771	-719.55748
contig0	429006	429364	429179	50	-394.42601	-724.57588
contig0	429366	429912	429651	50	-417.94682	-965.18075
contig0	429913	430333	430113	50	-365.32726	-616.14704
contig0	430341	430719	430525	50	-387.33242	-816.02271
contig0	430731	431317	431036	50	-403.24929	-828.53567
contig0	431325	431771	431582	50	-379.92499	-687.52641
contig0	431785	432153	431951	50	-400.47508	-774.05002
contig0	432155	432521	432320	50	-414.44020	-913.10179
contig0	432525	433022	432767	50	-390.70740	-690.64348
contig0	433034	433505	433282	50	-410.37513	-996.96551
contig0	433514	433887	433690	50	-406.58177	-875.73923
contig0	433894	434432	434172	50	-405.38594	-949.84988
contig0	434442	434819	434631	50	-413.95572	-694.1735
contig0	434820	435227	435023	50	-430.71587	-934.94627
contig0	435230	435554	435409	50	-398.37065	-675.40976
contig0	435555	435875	435689	50	-400.28817	-891.5591
contig0	435886	436331	436088	50	-386.39013	-684.67691
contig0	436339	436731	436531	50	-403.31719	-756.53199
contig0	436738	437043	436874	50	-365.50784	-603.63881
contig0	437048	437476	437260	50	-416.12808	-782.61885
contig0	437486	437922	437714	50	-382.61334	-697.47225
contig0	437930	438290	438118	50	-432.33937	-1115.23708
contig0	438294	438716	438488	50	-401.00138	-741.03668
contig0	438756	439134	438979	50	-400.52711	-776.11956
contig0	439145	439589	439383	50	-388.75654	-1178.74095
contig0	439602	439991	439780	50	-415.91987	-1088.06085
contig0	439996	440254	440119	50	-399.03421	-628.86698
contig0	440255	440656	440447	50	-419.38204	-867.34866
contig0	440662	440962	440837	50	-382.27924	-846.78516
contig0	440977	441476	441209	50	-415.54490	-1139.09094
contig0	441486	441950	441729	50	-389.39685	-917.90988
contig0	441951	442343	442128	50	-360.17844	-567.71298
contig0	442348	442767	442581	50	-448.39146	-1138.74784
contig0	442784	443188	442995	50	-390.96066	-833.23538
contig0	443190	443558	443358	50	-401.12800	-971.99689
contig0	443589	443905	443736	50	-388.25357	-773.11155
contig0	443908	444228	444061	50	-381.99609	-601.77624
contig0	444238	444581	444394	50	-430.06308	-929.25731
contig0	444586	444954	444750	50	-408.65134	-1002.31232
contig0	444956	445375	445152	50	-391.04016	-782.26548
contig0	445378	445730	445510	50	-374.50192	-728.88784
contig0	445763	446041	445892	50	-409.05595	-955.46867
contig0	446057	446485	446262	50	-413.47810	-1065.81345
contig0	446492	446859	446690	50	-413.91443	-933.28198
contig0	446865	447314	447111	50	-455.47549	-898.9301
contig0	447320	447741	447544	50	-430.52799	-883.47096
contig0	447743	448236	448000	50	-389.75300	-855.68636
contig0	448238	448711	448493	50	-398.35839	-842.5071
contig0	448712	449027	448837	50	-406.02799	-1036.70306
contig0	449031	449347	449206	50	-387.04546	-643.75564
contig0	449354	449686	449530	50	-425.22551	-1184.69338
contig0	449691	450111	449903	50	-385.26547	-794.16921
contig0	450117	450564	450328	50	-375.42407	-1053.32452
contig0	450571	450987	450816	50	-425.52515	-962.6754
contig0	450992	451438	451210	50	-446.36714	-1004.35039
contig0	451447	451820	451614	50	-442.14849	-893.30561
contig0	451830	452156	451999	50	-369.10833	-673.57776
contig0	452164	452634	452413	50	-416.48390	-738.35955
contig0	452641	453072	452855	50	-391.30689	-825.28635
contig0	453087	453428	453256	50	-454.99985	-1039.90435
contig0	453434	453774	453600	50	-412.85566	-866.61912
contig0	453779	454209	454009	50	-406.10124	-788.44962
contig0	454210	454472	454336	50	-354.51932	-667.50852
contig0	454481	454800	454653	50	-363.38088	-781.77019
contig0	454801	455125	454965	50	-421.06132	-910.00968
contig0	455126	455453	455291	50	-374.31619	-791.18523
contig0	455454	455855	455631	50	-429.80775	-1030.75976
contig0	455856	456237	456048	50	-386.56841	-754.17197
contig0	456250	456596	456437	50	-407.33983	-833.89578
contig0	456603	456985	456801	50	-377.97010	-698.13166
contig0	456987	457330	457132	50	-395.98998	-918.39687
contig0	457332	457862	457626	50	-383.58582	-834.16702
contig0	457863	458328	458111	50	-401.67980	-697.0078
contig0	458334	458688	458512	50	-379.81924	-662.54146
contig0	458695	458997	458835	50	-394.55993	-745.05398
contig0	459013	459436	459214	50	-429.52068	-976.11082
contig0	459438	459747	459586	50	-412.50657	-966.20328
contig0	459757	460132	459968	50	-384.64162	-964.87129
contig0	460136	460595	460358	50	-405.51590	-731.31647
contig0	460601	461024	460827	50	-364.10871	-809.22033
contig0	461026	461478	461272	50	-400.94454	-823.63522
contig0	461480	462035	461782	50	-404.87551	-916.63772
contig0	462037	462556	462289	50	-424.23257	-1113.53097
contig0	462565	462979	462771	50	-406.73447	-1137.46341
contig0	462982	463300	463162	50	-383.68076	-611.1863
contig0	463309	463714	463504	50	-443.67954	-1059.01383
contig0	463716	464125	463933	50	-383.49349	-602.81654
contig0	464127	464707	464416	50	-429.50272	-1043.96297
contig0	464731	465047	464881	50	-436.35713	-763.92308
contig0	465048	465418	465247	50	-386.92592	-762.70959
contig0	465423	465799	465604	50	-422.48788	-1375.25419
contig0	465817	466273	466053	50	-433.17812	-926.79292
contig0	466287	466515	466392	50	-362.15518	-815.74136
contig0	466527	466815	466674	50	-404.12921	-908.15025
contig0	466816	467225	467013	50	-409.01756	-770.04272
contig0	467235	467536	467392	50	-408.70858	-723.6388
contig0	467549	467879	467724	50	-402.99551	-862.58321
contig0	467880	468186	468061	50	-396.62740	-738.27016
contig0	468187	468550	468377	50	-397.31678	-1001.72318
contig0	468554	468955	468751	50	-421.05314	-856.65913
contig0	468963	469314	469148	50	-409.86990	-907.2152
contig0	469362	469691	469535	50	-384.57660	-738.30197
contig0	469693	470053	469875	50	-366.88038	-610.94203
contig0	470056	470332	470206	50	-361.10579	-755.73583
contig0	470335	470760	470535	50	-403.96835	-672.82458
contig0	470800	471116	470947	50	-395.05789	-678.48987
contig0	471118	471496	471316	50	-400.94478	-816.36477
contig0	471504	471943	471717	50	-391.45841	-825.16237
contig0	471977	472319	472150	50	-373.39584	-724.59386
contig0	472326	472699	472500	50	-376.02863	-780.61819
contig0	472702	473166	472960	50	-418.60620	-689.90835
contig0	473168	473457	473304	50	-405.12357	-715.48896
contig0	473462	473758	473604	50	-394.97325	-908.21957
contig0	473771	474175	473969	50	-405.92789	-918.361
contig0	474176	474607	474362	50	-366.83680	-688.64441
contig0	474618	475046	474875	50	-395.63805	-658.39455
contig0	475060	475520	475316	50	-396.63563	-610.38546
contig0	475521	475911	475715	50	-419.52312	-776.20679
contig0	475931	476250	476098	50	-403.62324	-709.61502
contig0	476253	476741	476509	50	-376.24238	-1065.68054
contig0	476772	477156	476962	50	-354.95192	-691.02405
contig0	477165	477500	477311	50	-381.33135	-886.87361
contig0	477515	477997	477783	50	-390.82573	-820.38782
contig0	478013	478385	478203	50	-392.19357	-1136.26049
contig0	478389	478832	478612	50	-417.34876	-825.88293
contig0	478833	479159	479015	50	-390.44495	-678.51382
contig0	479169	479569	479343	50	-437.12339	-920.58409
contig0	479571	479992	479772	50	-408.57112	-661.8969
contig0	479994	480332	480184	50	-395.17284	-683.68674
contig0	480334	480679	480478	50	-416.91468	-786.14176
contig0	480689	481087	480894	50	-432.33072	-935.05584
contig0	481103	481514	481305	50	-404.77332	-994.49786
contig0	481533	481876	481723	50	-444.11383	-828.02551
contig0	481879	482210	482053	50	-400.15121	-944.89106
contig0	482215	482529	482353	50	-434.77612	-846.78748
contig0	482537	482885	482692	50	-431.77807	-764.84435
contig0	482898	483243	483066	50	-414.47278	-1057.67809
contig0	483245	483621	483449	50	-386.90027	-673.03533
contig0	483630	483973	483796	50	-422.87580	-939.08635
contig0	483992	484449	484199	50	-429.27803	-882.94125
contig0	484456	484818	484632	50	-409.90007	-894.55459
contig0	484820	485183	485002	50	-388.06226	-948.11771
contig0	485187	485542	485365	50	-423.84816	-703.15404
contig0	485543	485951	485750	50	-407.16399	-910.87779
contig0	485969	486308	486147	50	-394.52733	-781.20264
contig0	486309	486729	486498	50	-440.76779	-961.02087
contig0	486753	487119	486944	50	-379.16927	-796.06606
contig0	487129	487456	487308	50	-395.71506	-943.3284
contig0	487465	487761	487618	50	-353.78147	-826.08671
contig0	487763	488086	487917	50	-396.01783	-861.36975
contig0	488104	488555	488322	50	-414.75145	-859.80223
contig0	488560	488964	488759	50	-393.83697	-698.36821
contig0	488977	489320	489129	50	-367.53241	-802.56859
contig0	489327	489669	489480	50	-390.96627	-720.6015
contig0	489670	490136	489913	50	-391.33398	-778.20985
contig0	490141	490441	490283	50	-408.90057	-972.04456
contig0	490447	490840	490645	50	-412.18550	-986.71345
contig0	490842	491289	491081	50	-425.55287	-839.6676
contig0	491296	491695	491485	50	-404.12992	-827.84249
contig0	491697	492136	491910	50	-437.03233	-1023.5617
contig0	492139	492573	492367	50	-433.98596	-876.35064
contig0	492574	492901	492745	50	-369.12853	-680.84979
contig0	492915	493456	493142	50	-414.93694	-1085.96532
contig0	493464	493904	493696	50	-387.48698	-795.83651
contig0	493936	494356	494137	50	-432.09186	-1086.69208
contig0	494359	494719	494540	50	-431.11628	-962.11132
contig0	494727	495108	494911	50	-415.21987	-707.03532
contig0	495117	495557	495337	50	-363.30253	-678.18778
contig0	495560	495945	495768	50	-444.81692	-977.7853
contig0	495950	496355	496165	50	-404.73553	-689.73031
contig0	496356	496805	496581	50	-402.55339	-1016.35491
contig0	496807	497188	496987	50	-389.08812	-1030.80275
contig0	497191	497706	497473	50	-406.95240	-828.24977
contig0	497710	498026	497837	50	-413.92546	-930.2132
contig0	498028	498508	498248	50	-393.04559	-982.57655
contig0	498519	498882	498729	50	-366.85838	-559.79705
contig0	498890	499344	499140	50	-408.28083	-615.79998
contig0	499351	499686	499522	50	-394.37899	-743.22753
contig0	499694	500010	499850	50	-384.76904	-949.76431
contig0	500011	500392	500218	50	-412.83424	-855.00332
contig0	500398	500764	500568	50	-400.93336	-804.67083
contig0	500788	501154	500970	50	-407.87310	-810.35376
contig0	501155	501525	501319	50	-412.05284	-822.80661
contig0	501534	501863	501715	50	-408.22486	-896.12995
contig0	501866	502290	502062	50	-424.84109	-795.13117
contig0	502298	502706	502486	50	-396.72537	-729.82548
contig0	502709	503200	502940	50	-393.51820	-899.03003
contig0	503233	503598	503408	50	-381.30226	-728.68403
contig0	503600	503996	503770	50	-384.37094	-797.87589
contig0	504005	504394	504210	50	-421.98532	-1126.9087
contig0	504396	504688	504569	50	-400.08532	-708.13395
contig0	504695	504988	504827	50	-379.39977	-718.97901
contig0	504996	505364	505206	50	-403.09373	-776.37019
contig0	505365	505793	505610	50	-402.52506	-835.2174
contig0	505798	506160	506005	50	-430.00842	-1031.22608
contig0	506162	506492	506318	50	-429.52347	-1011.02498
contig0	506494	506844	506651	50	-380.53575	-638.75196
contig0	506847	507259	507071	50	-408.77595	-937.48472
contig0	507261	507599	507434	50	-419.16325	-759.02319
contig0	507614	508021	507803	50	-395.58321	-958.08869
contig0	508022	508376	508195	50	-387.54258	-1201.88077
contig0	508377	508799	508598	50	-394.94946	-1060.89583
contig0	508801	509116	508974	50	-403.76585	-814.13943
contig0	509131	509415	509267	50	-426.60352	-937.62451
contig0	509417	509774	509585	50	-376.98981	-583.22945
contig0	509780	510053	509906	50	-420.97220	-794.45276
contig0	510058	510404	510205	50	-418.30593	-818.45147
contig0	510407	510720	510564	50	-396.88549	-1038.09628
contig0	510755	511211	510982	50	-383.11606	-677.62046
contig0	511227	511626	511406	50	-390.35723	-711.81673
contig0	511627	511965	511783	50	-406.41737	-797.51005
contig0	511966	512416	512173	50	-376.51594	-882.51215
contig0	512420	512887	512660	50	-408.28265	-926.19651
contig0	512891	513327	513098	50	-398.56147	-816.64761
contig0	513331	513799	513563	50	-394.00090	-1162.02734
contig0	513805	514300	514050	50	-374.37581	-806.93604
contig0	514305	514715	514496	50	-389.76967	-815.80529
contig0	514716	515093	514884	50	-408.01987	-730.12827
contig0	515095	515464	515273	50	-407.94684	-845.85001
contig0	515480	515960	515690	50	-384.56515	-685.00851
contig0	515961	516410	516193	50	-427.99918	-1006.17743
contig0	516421	516719	516567	50	-440.95921	-975.40156
contig0	516741	517204	516993	50	-406.82623	-948.39701
contig0	517208	517583	517363	50	-447.31029	-899.78473
contig0	517601	518097	517864	50	-416.52792	-1200.40791
contig0	518105	518550	518338	50	-413.51039	-833.29509
contig0	518560	518974	518755	50	-338.89306	-604.63944
contig0	518976	519385	519160	50	-438.12605	-1013.80492
contig0	519397	519764	519620	50	-441.88786	-1070.76773
contig0	519783	520140	519954	50	-424.40992	-763.30261
contig0	520151	520535	520336	50	-386.81591	-823.89676
contig0	520542	520824	520696	50	-367.14363	-737.52598
contig0	520834	521261	521024	50	-403.13579	-950.7375
contig0	521275	521648	521448	50	-374.42312	-786.38011
contig0	521653	522336	521909	50	-414.75809	-950.39955
contig0	522346	522791	522567	50	-465.32202	-1034.88048
contig0	522801	523369	523147	50	-458.75723	-789.63003
contig0	523385	523837	523591	50	-369.14588	-901.43758
contig0	523843	524236	524066	50	-378.57242	-1002.27155
contig0	524238	524593	524393	50	-354.98599	-749.0722
contig0	524608	525046	524819	50	-381.01575	-1068.51839
contig0	525056	525348	525214	50	-462.10123	-844.56823
contig0	525349	525835	525581	50	-457.72031	-734.22
contig0	525836	526165	525993	50	-374.29396	-772.60471
contig0	526170	526602	526367	50	-377.27930	-709.94055
contig0	526606	526981	526802	50	-431.72616	-735.64229
contig0	526987	527332	527150	50	-427.32445	-743.01234
contig0	527334	527705	527519	50	-412.21425	-769.00033
contig0	527726	528021	527876	50	-447.60454	-919.75799
contig0	528029	528415	528236	50	-455.57111	-804.40136
contig0	528427	528770	528590	50	-381.74122	-723.08141
contig0	528774	529116	528948	50	-422.09246	-827.67632
contig0	529120	529415	529276	50	-413.83167	-887.84125
contig0	529421	529881	529689	50	-417.99514	-855.13444
contig0	529890	530287	530095	50	-436.15149	-1025.27529
contig0	530314	530713	530517	50	-402.80038	-707.63338
contig0	530737	531148	530921	50	-406.43116	-902.78574
contig0	531163	531605	531379	50	-456.26328	-886.99
contig0	531622	532037	531815	50	-407.73478	-925.26786
contig0	532043	532502	532286	50	-421.73877	-856.10324
contig0	532503	532816	532659	50	-403.37260	-830.92401
contig0	532828	533203	533014	50	-393.85218	-723.9016
contig0	533205	533631	533419	50	-378.87471	-1190.45297
contig0	533637	534027	533834	50	-415.11168	-898.10753
contig0	534032	534393	534220	50	-368.35827	-605.01984
contig0	534397	534761	534553	50	-408.75600	-885.1583
contig0	534762	535030	534912	50	-400.21060	-846.90538
contig0	535031	535454	535264	50	-408.68547	-791.51407
contig0	535463	535891	535649	50	-421.15509	-1148.8509
contig0	535908	536333	536138	50	-398.24273	-743.22568
contig0	536359	536774	536598	50	-386.13966	-686.7964
contig0	536782	537139	536960	50	-420.45474	-683.89647
contig0	537142	537493	537317	50	-426.98975	-785.9091
contig0	537503	537841	537668	50	-374.96101	-863.72717
contig0	537842	538191	538008	50	-401.53130	-867.9632
contig0	538192	538492	538348	50	-411.25994	-982.89124
contig0	538494	538879	538688	50	-390.73505	-807.71657
contig0	538907	539258	539079	50	-434.83713	-932.42399
contig0	539267	539624	539438	50	-378.12708	-736.70765
contig0	539628	539921	539776	50	-385.82392	-793.08044
contig0	539924	540287	540101	50	-416.43344	-793.47472
contig0	540301	540600	540470	50	-402.80526	-794.23361
contig0	540604	540942	540777	50	-400.71843	-643.79473
contig0	540945	541348	541164	50	-406.35942	-953.70165
contig0	541350	541658	541499	50	-422.53995	-898.88468
contig0	541662	541979	541832	50	-375.12352	-694.43014
contig0	541984	542306	542131	50	-427.58378	-876.43551
contig0	542311	542702	542517	50	-431.98723	-902.27055
contig0	542704	543077	542882	50	-421.88096	-957.14203
contig0	543078	543455	543231	50	-428.78717	-1009.28546
contig0	543463	543822	543650	50	-439.25000	-884.37211
contig0	543829	544192	544002	50	-392.03204	-789.96141
contig0	544209	544651	544424	50	-394.49920	-972.96771
contig0	544657	545085	544878	50	-404.76133	-825.3656
contig0	545088	545431	545256	50	-363.80010	-812.6597
contig0	545434	545767	545599	50	-357.63087	-996.93666
contig0	545772	546148	545977	50	-403.15559	-844.31444
contig0	546151	546478	546310	50	-411.34565	-903.20187
contig0	546480	546864	546681	50	-350.61460	-601.96524
contig0	546876	547354	547139	50	-376.95995	-966.76271
contig0	547364	547857	547600	50	-407.32152	-718.25719
contig0	547865	548257	548071	50	-401.80135	-798.49482
contig0	548262	548557	548408	50	-381.67934	-565.53698
contig0	548564	548968	548739	50	-380.26759	-1029.86604
contig0	548987	549344	549166	50	-391.90939	-949.37414
contig0	549353	549683	549526	50	-383.45001	-911.80772
contig0	549685	550034	549865	50	-401.90533	-838.14886
contig0	550039	550425	550235	50	-383.69546	-864.45934
contig0	550428	550846	550655	50	-413.34626	-922.77001
contig0	550847	551208	551024	50	-381.39875	-773.45137
contig0	551215	551590	551380	50	-404.59291	-789.20976
contig0	551634	551912	551758	50	-369.62949	-653.22627
contig0	551916	552294	552093	50	-391.35780	-984.88573
contig0	552301	552688	552494	50	-406.48222	-758.27631
contig0	552711	553205	552969	50	-419.18247	-881.06375
contig0	553224	553554	553402	50	-415.62192	-956.36262
contig0	553568	553889	553703	50	-377.41901	-743.41933
contig0	553895	554288	554146	50	-419.08786	-1163.40952
contig0	554291	554652	554490	50	-408.94029	-922.68323
contig0	554657	555076	554888	50	-397.44530	-799.3902
contig0	555091	555580	555334	50	-418.05415	-826.16431
contig0	555589	555948	555773	50	-396.24898	-878.40335
contig0	555954	556332	556138	50	-405.24247	-826.26708
contig0	556333	556649	556492	50	-398.35726	-884.33126
contig0	556657	557037	556829	50	-420.43223	-736.08532
contig0	557040	557449	557240	50	-395.82279	-808.9352
contig0	557454	557900	557670	50	-417.35249	-1071.76484
contig0	557902	558365	558111	50	-417.84068	-756.38849
contig0	558373	558880	558660	50	-366.88316	-663.00434
contig0	558884	559258	559071	50	-386.18851	-814.59162
contig0	559267	559621	559453	50	-381.93105	-656.35174
contig0	559622	560025	559817	50	-402.94642	-691.73727
contig0	560040	560457	560271	50	-410.90126	-1165.66405
contig0	560474	560927	560704	50	-382.79594	-854.91498
contig0	560930	561378	561142	50	-387.77870	-717.08046
contig0	561382	561769	561601	50	-372.98021	-750.97245
contig0	561779	562140	561941	50	-363.51928	-656.2756
contig0	562142	562483	562300	50	-392.73145	-662.19967
contig0	562487	562902	562678	50	-375.99674	-726.72917
contig0	562909	563299	563120	50	-396.31459	-681.14054
contig0	563300	563697	563477	50	-379.04901	-889.65621
contig0	563700	564119	563891	50	-435.50527	-1109.48753
contig0	564128	564430	564269	50	-395.53447	-874.6826
contig0	564438	564881	564633	50	-383.17139	-826.6251
contig0	564910	565331	565116	50	-419.19472	-859.57674
contig0	565335	565670	565479	50	-406.04960	-733.70192
contig0	565702	566046	565867	50	-418.60114	-813.44939
contig0	566052	566496	566290	50	-417.71438	-684.95692
contig0	566497	566864	566666	50	-411.57566	-962.0302
contig0	566866	567144	566986	50	-437.48700	-1014.36861
contig0	567153	567492	567324	50	-416.16564	-944.72707
contig0	567495	567823	567643	50	-423.68361	-743.73385
contig0	567828	568122	567973	50	-407.16348	-736.86684
contig0	568126	568534	568321	50	-366.86088	-607.15994
contig0	568535	568924	568723	50	-375.25039	-621.3443
contig0	568932	569365	569170	50	-386.40449	-853.10599
contig0	569378	569822	569620	50	-398.96320	-990.02169
contig0	569828	570194	570023	50	-390.59568	-665.37776
contig0	570197	570574	570397	50	-391.62969	-833.51468
contig0	570594	570941	570787	50	-399.72851	-629.78511
contig0	570950	571369	571155	50	-401.83682	-802.97638
contig0	571370	571782	571607	50	-387.16457	-537.52993
contig0	571793	572128	571962	50	-466.42737	-1219.93187
contig0	572129	572575	572345	50	-433.90632	-976.71348
contig0	572581	573038	572795	50	-420.25646	-987.13906
contig0	573058	573429	573241	50	-419.63262	-1058.69293
contig0	573431	573754	573595	50	-420.09739	-912.61732
contig0	573760	574069	573908	50	-393.24809	-669.01867
contig0	574070	574443	574266	50	-411.96063	-786.29796
contig0	574457	574844	574671	50	-389.89172	-848.73501
contig0	574850	575230	575015	50	-395.77128	-753.03662
contig0	575239	575542	575406	50	-426.63121	-941.4798
contig0	575544	575931	575764	50	-398.91854	-800.85776
contig0	575943	576389	576167	50	-376.73086	-676.35873
contig0	576390	576805	576610	50	-423.53129	-892.9804
contig0	576811	577129	576966	50	-445.58450	-866.79828
contig0	577138	577517	577343	50	-403.46293	-587.3197
contig0	577576	577966	577746	50	-392.33513	-836.80339
contig0	577969	578332	578143	50	-420.95253	-798.48447
contig0	578337	578654	578494	50	-402.43289	-898.84144
contig0	578660	579012	578861	50	-385.61285	-1016.39462
contig0	579023	579458	579210	50	-399.23216	-710.85873
contig0	579485	579901	579665	50	-381.49791	-1012.56462
contig0	579910	580392	580154	50	-377.30997	-625.70268
contig0	580398	580774	580579	50	-392.97703	-708.30722
contig0	580786	581069	580943	50	-377.95142	-592.51923
contig0	581073	581402	581239	50	-396.63330	-788.81489
contig0	581403	581815	581575	50	-434.04711	-1264.29002
contig0	581816	582287	582080	50	-428.98050	-921.25779
contig0	582293	582593	582451	50	-394.67248	-693.0007
contig0	582599	582941	582769	50	-386.40517	-714.95185
contig0	582944	583368	583154	50	-420.04168	-906.02272
contig0	583391	583704	583537	50	-359.85483	-1086.89031
contig0	583710	584229	583956	50	-381.33435	-798.74227
contig0	584244	584645	584447	50	-365.39376	-635.68683
contig0	584662	585157	584935	50	-395.45292	-601.88167
contig0	585162	585511	585359	50	-394.69840	-720.91697
contig0	585538	585962	585741	50	-409.88959	-924.15211
contig0	585965	586327	586179	50	-392.86614	-660.75043
contig0	586342	586809	586603	50	-358.32838	-609.75984
contig0	586834	587325	587064	50	-383.68517	-522.39721
contig0	587328	587761	587562	50	-403.39412	-874.88411
contig0	587765	588099	587915	50	-392.13636	-689.34227
contig0	588100	588527	588331	50	-423.49901	-1032.11259
contig0	588528	588911	588709	50	-410.15020	-851.04014
contig0	588920	589415	589166	50	-417.86193	-1121.71672
contig0	589429	589759	589617	50	-431.00406	-1043.21347
contig0	589764	590146	589954	50	-411.63407	-1197.59683
contig0	590160	590517	590337	50	-410.10142	-883.02031
contig0	590531	590911	590715	50	-430.05020	-1100.03436
contig0	590918	591314	591120	50	-425.50564	-881.43446
contig0	591323	591753	591530	50	-409.12591	-817.37819
contig0	591758	592162	591956	50	-430.54858	-805.00861
contig0	592182	592663	592420	50	-442.54155	-1142.44944
contig0	592667	593062	592878	50	-403.28225	-868.8776
contig0	593075	593444	593264	50	-383.38950	-704.96676
contig0	593462	593877	593664	50	-405.36686	-803.24511
contig0	593888	594280	594089	50	-398.12469	-806.43391
contig0	594296	594582	594446	50	-399.11632	-715.64832
contig0	594586	594999	594797	50	-372.17521	-600.52884
contig0	595001	595437	595218	50	-385.99008	-646.47558
contig0	595452	595930	595721	50	-385.94144	-606.31595
contig0	595942	596446	596213	50	-391.35248	-964.50934
contig0	596469	597018	596742	50	-373.45696	-645.8831
contig0	597024	597493	597247	50	-399.96034	-698.19016
contig0	597505	597771	597651	50	-371.87448	-473.38453
contig0	597772	598113	597947	50	-400.81080	-879.52663
contig0	598119	598417	598259	50	-387.15206	-912.46951
contig0	598420	598721	598546	50	-424.97981	-836.67313
contig0	598724	599057	598893	50	-376.05276	-675.85153
contig0	599062	599556	599310	50	-416.35781	-696.26966
contig0	599572	599937	599751	50	-401.17335	-774.28378
contig0	599962	600369	600164	50	-393.19769	-767.48253
contig0	600383	600776	600567	50	-385.39642	-896.38638
contig0	600785	601207	601003	50	-394.07053	-707.93458
contig0	601214	601747	601492	50	-388.22002	-1244.20773
contig0	601763	602232	601981	50	-395.91396	-837.30815
contig0	602240	602654	602451	50	-382.21602	-1167.13812
contig0	602658	603055	602852	50	-418.47714	-782.5336
contig0	603063	603382	603193	50	-381.31105	-767.4468
contig0	603393	603660	603542	50	-391.44177	-847.51422
contig0	603664	604065	603868	50	-419.01556	-858.16663
contig0	604068	604490	604276	50	-382.11266	-1074.9516
contig0	604493	604814	604652	50	-362.26496	-739.02965
contig0	604822	605198	604989	50	-441.24156	-1098.98426
contig0	605205	605650	605399	50	-407.33109	-959.71131
contig0	605652	605942	605805	50	-394.19366	-918.64903
contig0	605947	606372	606171	50	-413.59568	-766.17173
contig0	606374	606745	606550	50	-406.68233	-760.40394
contig0	606747	607127	606957	50	-396.29125	-818.30005
contig0	607147	607540	607335	50	-482.35082	-842.83988
contig0	607545	607854	607701	50	-501.85306	-1376.35017
contig0	607860	608193	608042	50	-476.22651	-1105.15924
contig0	608207	608494	608364	50	-421.49537	-1111.46726
